,fao_area,isscaap_code,isscaap_group,asfis_code,common_name,species_name,location,status_year,tier,status,uncertainty,assessment_update,data_owner,data_provider,operational_data_process,source_citation,source_citation_url,grsf_short_name,grsf_stock_id,grsf_semantic_id,data_provider_stock_id,unit_update,subarea_description,assessment_method,assessment_description,status_basis,BdivBref,B_refpt,FdivFref,F_refpts,status_text,comments,sosi_temp_id,sdg_id,sosi_record_type
33,fao:41,32,"""Cods, hakes, haddocks""",HKP,Argentine hake,Merluccius hubbsi,"Northern stock Brazilian unit (Santa Catarina, Rio Grande)",2019.0,1.0,O,M,no,BRA,National,FAO-SoSI,"Cardoso, L.G.; Sant’Ana, R.; Mourato, B.L.; Kikuchi, E.; Haimovici, M. & Perez, A., 2022. Avaliação do Estado de Exploração e Potenciais de Produção dos Recursos Pesqueiros Demersais da Margem Meridional Brasileira. In: Perez, A. & Sant’Ana, R. A Pesca Demersal nas Regiões Sudeste e Sul do Brasil: Síntese Espacial e Modelo de Gestão com Enfoque Ecossistêmico. Relatório Projeto: Subsídios Científicos para o Manejo Espacial e com Enfoque Ecossistêmico da Pesca Demersal nas regiões Sul e Sudeste do Brasil - MEEE – PDSES. Chamada MCTI/MPA/CNPq Nº 22/2015 – Ordenamento da Pesca Marinha Brasileira.","https://www.univali.br/pos/stricto-sensu/ppgcta/Documents/publicacoes/Perez%20e%20SantAna_org_2023_Rel_Fin_MEEE_PDSES.pdf#:~:text=O%20presente%20documento%20sumariza%20os%20resultados%20obtidos,foram%20assim%20priorizados%20para%20efeito%20de%20interpreta%C3%A7%C3%A3o.","Argentina hake (Merluza) - Brazil Northern stock (Santos, Rio Grande)",59e2e04e-46fb-3eee-a371-7c56a12bd952,asfis:HKP+fao:41.2.1;fao:41.2.2,,True,Distributed between Lat 21°30'S (Rio de Janeiro) and 33°45’S (Rio Grande do Sul).,JABBA,Bayesian surplus production model (JABBA). Catch and cpue data from 1975 to 2019.  ,B,0.515,Bmsy,0.492,Fmsy,Bmsy based. 100% probability to be overfished. ,"The stock ID needs to be reviewed, the stock area was corrected (column N)",sosi_1166,,SoSIndex
34,fao:41,32,"""Cods, hakes, haddocks""",HKP,Argentine hake (Merluza),Merluccius hubbsi,"Southern stock Argentinean unit (Northern and Southern Patagonian, Southern Oceanic)",2023.0,1.0,O,M,yes,ARG,National,FAO-SDG1441,"Santos BA, Villarino MF, Pedernera, MF y Suby A.2024. Evaluación del estado de explotación del efectivo sur de 41°S de merluza (Merluccius hubbsi) y estimación de la captura biológicamente aceptable para 2025. Inf Tec Oficial INIDEP N?o 032/24, 34 pp.",https://drive.google.com/file/d/11bdf-Ls5Yw5pv_HED6Zy84z3JcAgft_a/view,Argentine hake Southern Argentina,3592f2a5-fbcf-3c64-92d7-ad9ec92ec18f,asfis:HKP+grsf:ARG_EEZ_S_HKP,,False,,SCAA,Statistical Catch at age. Data from 1986-2023. ,B,0.87,B30,1.19,Fobj,"Stock moderately overexploited but rebuilding; SB ≈708 kt (>600 kt, <0.3SB₀), F/Fobj=1.19",Biomass unit is Spawning Biomass,sosi_1167,sdg-arg-1,SoSIndex
35,fao:41,32,"""Cods, hakes, haddocks""",HKP,Argentine hake (Merluza),Merluccius hubbsi,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,O,L,yes,CTMFM,CTMFM,FIRMS-CTMFM,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,Argentine hake Northern Argentina,6c003c13-0d3f-3ee3-adb1-8fe814a871ae,asfis:HKP+grsf:ARG_EEZ_N_HKP,,False,,JABBA and SCAA,"Surplus production model (Catch and cpue 1986-2023) and Statistical Catch at age (Catch, cpue and length 1986-2023)",B,0.294,Bmsy,,,Both B/Bmsy (JABBA) and B/Bobj (SCAA) are under 1. 100% of being overfished. ,BdivBref is average from 4 Jabba scenarios (0.29-0.48),sosi_1168,,SoSIndex
36,fao:41,32,"""Cods, hakes, haddocks""",POS,Southern blue whiting (Polaca),Micromesistius australis,Argentinean and Malvinas (Falkland Islands) waters (Northern and Southern Patagonian),2023.0,1.0,O,L,yes,ARG;FLK,National,FAO-SDG1441,"Zavatteri A, Giussi AR. 2024. Evaluación de la abundancia de polaca (Micromesistius australis) en el Atlántico Sudoccidental. Período 1987-2023. Recomendación de la CBA para el año 2025. Inf Tec Oficial INIDEP N?o 029/24, 26 pp.",https://drive.google.com/file/d/13tKWxMwt71nFgDY79-jzgnSysioVOCzH/view,Southern blue whiting - SW Atlantic,15967106-760d-3bf8-961e-504f6250547f,asfis:POS+fao:41.2.3;fao:41.3.1;fao:41.3.2,,False,,SCAA,Statistical Catch at age. Data from 1987-2023. ,B,0.82,B30,,,"Stock recovering; historically overfished, F>Fobj, SB↑ but <0.3SB₀",Biomass unit is Spawning Biomass,sosi_1172,sdg-arg-3,SoSIndex
37,fao:41,33,"""Miscellaneous coastal fishes""",CKM,Whitemouth croaker,Micropogonias furnieri,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,M,H,yes,CTMFM,CTMFM,FAO-SDG1441,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,Whitemouth croaker (Corvina) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),13edd817-37df-3029-a5a8-743f7a0f7ba0,asfis:CKM+rfb:CTMFM,,True,,JABBA and SCAA,Surplus production model (1950-2023) and Statistical Catch at age (975-2024),B,"1.02-1.44 (B/Bmsy, JABBA, 4 scenarios); 0.27-0.35 (B/B40, SCAA, 4 scenarios)","Bmsy, B40",,,Contrasting results between models. JABBA showed B/Bmsy >1. SCAA showed B/B40 <1. For SCAA reference is 0.4 of Spawning Biomass (B/B40).,Data owner and data provider were updated from ARG and UY to CTMFM,sosi_1190,sdg-arg-ury-1,SoSIndex
38,fao:41,33,"""Miscellaneous coastal fishes""",CKM,Whitemouth croaker,Micropogonias furnieri,Brazil northern stock (Rio de Janeiro to Santa Catarina),2019.0,1.0,O,M,no,BRA,National,FAO-SoSI,"Cardoso, L.G.; Sant’Ana, R.; Mourato, B.L.; Kikuchi, E.; Haimovici, M. & Perez, A., 2022. Avaliação do Estado de Exploração e Potenciais de Produção dos Recursos Pesqueiros Demersais da Margem Meridional Brasileira. In: Perez, A. & Sant’Ana, R. A Pesca Demersal nas Regiões Sudeste e Sul do Brasil: Síntese Espacial e Modelo de Gestão com Enfoque Ecossistêmico. Relatório Projeto: Subsídios Científicos para o Manejo Espacial e com Enfoque Ecossistêmico da Pesca Demersal nas regiões Sul e Sudeste do Brasil - MEEE – PDSES. Chamada MCTI/MPA/CNPq Nº 22/2015 – Ordenamento da Pesca Marinha Brasileira.","https://www.univali.br/pos/stricto-sensu/ppgcta/Documents/publicacoes/Perez%20e%20SantAna_org_2023_Rel_Fin_MEEE_PDSES.pdf#:~:text=O%20presente%20documento%20sumariza%20os%20resultados%20obtidos,foram%20assim%20priorizados%20para%20efeito%20de%20interpreta%C3%A7%C3%A3o.","Whitemouth croaker (Corvina) - Brazil Northern stock (Amazon, Natal, Salvador)",f5bf670e-9622-360a-b744-4f24861928c7,asfis:CKM+fao:41.1.1;fao:41.1.2;fao:41.1.3,,True,Distributed between Lat 21°30'S (Rio de Janeiro) and 28°53'S (Santa Catarina).,JABBA,Bayesian surplus production model (JABBA). Catch and cpue data from 1975 to 2019.  ,B,0.64,Bmsy,1.94,Fmsy,Bmsy based. 93.6% probability to be overfished. ,"The stock ID needs to be reviewed, the stock area was corrected (column N)",sosi_1191,,SoSIndex
39,fao:41,33,"""Miscellaneous coastal fishes""",CKM,Whitemouth croaker,Micropogonias furnieri,Brazil southern stock (Santa Catarina to Rio Grande),2023.0,1.0,O,L,yes,BRA,National,FAO-SoSI,"Dias, M. C., Cardoso, L. G., Santos, E. K., & Sant’Ana, R. (2024). Os efeitos da proibição da pesca de arrasto nas 12 milhas náuticas do Rio Grande do Sul sobre os estoques pesqueiros demersais. In Anais do 20º Congresso Latino-Americano de Ciências do Mar – COLACMAR’2024 e 8º Congresso Brasileiro de Oceanografia – CBO’2024 (pp. 366–367).",,"Whitemouth croaker (Corvina) - Brazil Southern stock (Santos, Rio Grande)",aa12d23a-6dc0-342f-8f3f-c5ef064e4d8d,asfis:CKM+fao:41.2.1;fao:41.2.2,,True,Distributed between lat 28°53’S (Santa Catarina) and 33°45’S (Rio Grande do Sul).,SS3,"Age-structured population dynamics model (SS3). Catch, cpue and length data from 1962 to 2022. ",B,0.21,Bmsy,1.69,Fmsy,Bmsy based. 100% probability to be overfished.,"The stock ID needs to be reviewed, the stock area was corrected (column N)",sosi_1192,,SoSIndex
40,fao:41,33,"""Miscellaneous coastal fishes""",MUB,Lebranche mullet,Mugil liza,"Southern Brazilian waters (Santos, Rio Grande)",2022.0,1.0,O,H,yes,BRA,National,FAO-SoSI,"Cardoso, L.G.; Sant’Ana, R.; Mourato, B.L.; Kikuchi, E.; Lopes.G.T. 2022. Relatório Técnico de Avaliação do Estoque da Tainha (Mugil liza) no Sudeste e Sul do Brasil. Instituto Interamericando para Alimentação. Fundação Universidade Federal do Rio Grande (FAURG). ",https://www.gov.br/mpa/pt-br/Central_Conteudos/Produto_02_V05_finalestoquesdetainha.pdf,"Lebranche mullet (Tainha) - Southern Brazil (Santos, Rio Grande)",cc0e40ad-387b-37f4-9311-9be1a103e3b6,asfis:MUB+fao:41.2.1;fao:41.2.2,,False,,SS3,Age-structured production model (ASPM). Catch and cpue data from 1979 to 2022,B,0.75,Bmsy,,,Bmsy based. 75.1% to be overfished.,,sosi_1202,,SoSIndex
41,fao:41,38,"""Sharks, rays, chimaeras""",SDP,Narrownose smooth-hound,Mustelus schmitti,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,O,L,yes,CTMFM,CTMFM,FIRMS-CTMFM,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,Narrownose smooth-hound (Gatuzo) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),6dbd5fbb-1ffe-34ba-9fc2-6320ff490772,asfis:SDP+rfb:CTMFM,,False,,JABBA,Surplus production model (1960-2023),B,0.248,Bmsy,1.01,Fmsy,Bmsy based. 100% probability to be overfished,,sosi_1326,,SoSIndex
42,fao:41,33,"""Miscellaneous coastal fishes""",MAB,Black grouper,Mycteroperca bonaci,"Northern Brazilian waters (Natal, Salvador)",2019.0,1.0,O,L,no,BRA,National,FAO-SoSI,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,"Black grouper (Badejo-quadrado) - Northern Brazil (Natal, Salvador)",d16f6658-8a86-3ea1-8140-6ae9481928ff,asfis:MAB+fao:41.1.2;fao:41.1.3,,False,,SS3,Age-structured production model (ASPM). Catch and cpue data from 1950 to 2019,B,0.6,Bmsy,1.99,Fmsy,Bmsy based. 100% to be overfished.,,sosi_1203,,SoSIndex
43,fao:41,33,"""Miscellaneous coastal fishes""",GPB;GPX,"Groupers NEI, Brazilian groupers NEI",Mycteroperca spp;Epinephelus spp,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),,,X,,unkown,FAO,CTMFM,FIRMS-CTMFM,,,,sosi_1364,,,,,,,,,,,,,,sosi_1364,,Eligible1
44,fao:41,34,"""Miscellaneous demersal fishes""",CTA,Castaneta,Nemadactylus bergi,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2019.0,2.0,M,,no,CTMFM,CTMFM,FIRMS-CTMFM,,,Castaneta (Papamosca) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),13673b1c-44a6-357f-941a-6dab67d7f5ee,asfis:CTA+rfb:CTMFM,,False,,,,,,,,,,,sosi_1257,,SoSIndex
45,fao:41,33,"""Miscellaneous coastal fishes""",SNY,Yellowtail snapper,Ocyurus chrysurus,"Northern Brazilian waters (Natal, Salvador)",2021.0,1.0,O,L,no,BRA,National,FAO-SoSI,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,"Yellowtail snapper (Guaiuba) - Northern Brazil (Natal, Salvador)",d7204ab1-4ba6-3331-a30a-71f07d23f672,asfis:SNY+fao:41.1.2;fao:41.1.3,,False,,JABBA,Bayesian surplus production model (JABBA). Catch and cpue data from 1950 to 2021.  ,B,0.6,Bmsy,1.37,Fmsy,Bmsy based. 99.8% to be overfished.,,sosi_1207,,SoSIndex
46,fao:41,33,"""Miscellaneous coastal fishes""",RPG,Red porgy,Pagrus pagrus,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,U,L,yes,CTMFM,CTMFM,FIRMS-CTMFM,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,"Red porgy (Besugo, Pargo-rosa) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ)",da33093e-b0bc-3a2f-8abc-eeb48b9ca397,asfis:RPG+rfb:CTMFM,,False,,SS3,Age-structured model (SS3). Data from 1934-2023. ,B,1.62,B40,,,Reference point larger than 1 in all scenarios. 100% to not be overfished. ,Biomass unit is Spawning Biomass. BdivBref is average,sosi_1204,,SoSIndex
47,fao:41,43,"""Lobsters, spiny-rock lobsters""",SLC,Caribbean spiny lobster (Lagosta-vermelha),Panulirus argus,"Northern Brazilian waters (Amazon, Natal, Salvador)",2024.0,1.0,O,M,yes,BRA,National,FIRMS-SFP,"Nóbrega et al., 2025. Avaliação dos estoques da lagosta-vermelha (Panulirus argus) e da lagosta-verde (Panulirus laevicauda), no Grande Ecossistema Marinho da Plataforma Leste do Brasil. 5ª Sessão Ordinária do CPG Lagosta, Brasilia. Abril de 2025.",https://www.gov.br/mpa/pt-br/assuntos/pesca-amadora-e-esportiva/rede-pesca-brasil/comites-permanentes-de-gestao-cpgs/cpg-lagosta/Apresentaesda5ReunioOrdinriadoCPGLAGOSTA.pdf,Caribbean spiny lobster - Northern SW Atlantic,2d5a22a0-6ba8-3ec7-82f5-83f77aca581f,asfis:SLC+fao:41.1.1;fao:41.1.2;fao:41.1.3;wja:BRA,,False,,CMSY++,Biomass dynamic model (Froese et al. 2021). Catch and cpue data from 1991 to 2024. ,B,<1.0,Bmsy,,,Bmsy based. 76% to be overfished.,,sosi_1344,,SoSIndex
48,fao:41,31,"""Flounders, halibuts, soles""",QPP,Patagonian flounder,Paralichthys spp,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,U,L,yes,CTMFM,CTMFM,FIRMS-CTMFM,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,Patagonian flounder (Lenguados) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),d7d2c6a5-7f54-3e9b-a326-295d7dc76e80,asfis:QPP+rfb:CTMFM,,True,,JABBA,Surplus production model. Data from 1934-2023.,B,1.3,Bmsy,,,From 97.2 to 64% to not be overfished according to different scenarios. ,"The stock ID needs to be updated. Changed Paralichthys patagonicus to Paralichthys spp, since assessment comprises a species complext. BdivBref is average between 3 scenarios",sosi_1153,,SoSIndex
49,fao:41,37,"""Miscellaneous pelagic fishes""",PAO,Parona leatherjacket,Parona signata,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2019.0,2.0,O,,no,CTMFM,CTMFM,FIRMS-CTMFM,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Parona leatherjacket (Palometa) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),ffeb13f8-1fd6-3ea9-8f4a-01e46555b9d1,asfis:PAO+rfb:CTMFM,,False,,,,,,,,,,,sosi_1308,,SoSIndex
50,fao:41,45,"""Shrimps, prawns""",PPS,Sao Paulo shrimp,Penaeus paulensis,"Brazil, Uruguay",,,X,,unkown,FAO,FAO,FAO-SoSI,,,,sosi_1387,,,,,,,,,,,,,,sosi_1387,,Eligible1
51,fao:41,45,"""Shrimps, prawns""",PNT,Southern white shrimp,Penaeus schmitti,Northern Brazilian waters (Amazon),2021.0,3.0,M,H,no,BRA,National,FAO-SoSI,"Isaac, V. & Fredou, F. (Organizadores) 2022. Rede cooperativa multidisciplinar para subsidiar o manejo da pesca dos estoques de camarões da região Norte e Nordeste do Brasil com foco ecossistêmico. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/relatorio_final_shrimp_enviado.pdf,Southern white shrimp (Camarón blanco) - Northern Brazil (Amazon),6d636d2e-a685-3565-80ef-5a4c2e3b0691,asfis:PNT+fao:41.1.1,,False,,CMSY,"Catch only method. Catch data from 1946-2021 applied to three depletion scenarios (low, moderate and high)",F,,,0.6,Fmsy,Fmsy based. Last caches againts Fmsy. ,,sosi_1360,,SoSIndex
52,fao:41,45,"""Shrimps, prawns""",PNT,Southern white shrimp,Penaeus schmitti,"Northern Brazilian waters (Natal, Salvador)",2021.0,3.0,U,H,no,BRA,National,FAO-SoSI,"Isaac, V. & Fredou, F. (Organizadores) 2022. Rede cooperativa multidisciplinar para subsidiar o manejo da pesca dos estoques de camarões da região Norte e Nordeste do Brasil com foco ecossistêmico. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/relatorio_final_shrimp_enviado.pdf,"Southern white shrimp (Camarón blanco) - Southern Brazil (Natal, Salvador)",ee12b769-c513-3fc5-8eec-3b9afc6b6b55,asfis:PNT+fao:41.1.2;fao:41.1.3,,False,,CMSY,"Catch only method. Catch data from 1946-2021 applied to three depletion scenarios (low, moderate and high)",F,,,0.7,Fmsy,Fmsy based. Last caches againts Fmsy. ,,sosi_1361,,SoSIndex
53,fao:41,45,"""Shrimps, prawns""",PNU,Southern brown shrimp,Penaeus subtilis,Northern Brazilian waters (Amazon),2021.0,3.0,U,H,no,BRA,National,FAO-SoSI,"Isaac, V. & Fredou, F. (Organizadores) 2022. Rede cooperativa multidisciplinar para subsidiar o manejo da pesca dos estoques de camarões da região Norte e Nordeste do Brasil com foco ecossistêmico. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/relatorio_final_shrimp_enviado.pdf,Southern brown shrimp (Camarón acanalado) - Northern Brazil (Amazon),61b1348b-db64-3b8f-bfd0-9a0b43c90d46,asfis:PNU+fao:41.1.1,,False,,CMSY,"Catch only method. Catch data from 1946-2021 applied to three depletion scenarios (low, moderate and high)",F,,,0.8,Fmsy,Fmsy based. Last caches againts Fmsy. ,,sosi_1358,,SoSIndex
54,fao:41,45,"""Shrimps, prawns""",PNU,Southern brown shrimp,Penaeus subtilis,"Northern Brazilian waters (Natal, Salvador)",2021.0,3.0,M,H,no,BRA,National,FAO-SoSI,"Isaac, V. & Fredou, F. (Organizadores) 2022. Rede cooperativa multidisciplinar para subsidiar o manejo da pesca dos estoques de camarões da região Norte e Nordeste do Brasil com foco ecossistêmico. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/relatorio_final_shrimp_enviado.pdf,"Southern brown shrimp (Camarón acanalado) - Southern Brazil (Natal, Salvador)",e3b07a1c-c8db-35ce-895c-b006cc7b228d,asfis:PNU+fao:41.1.2;fao:41.1.3,,False,,CMSY,"Catch only method. Catch data from 1946-2021 applied to three depletion scenarios (low, moderate and high)",F,,,0.93,Fmsy,Fmsy based. Last caches againts Fmsy. ,,sosi_1359,,SoSIndex
55,fao:41,33,"""Miscellaneous coastal fishes""",FLA,"Brazilian flathead (Pez palo, Tira-vira)",Percophis brasiliensis,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,U,L,yes,CTMFM,CTMFM,FIRMS-CTMFM,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,Brazilian flathead - Bonaerense North,10033d19-13f0-3187-9e88-45845b1f3f06,asfis:FLA+rfb:CTMFM,,False,,SS3,Age-structured model (SS3). Data from 1934-2023. ,B,1.23,B40,,, Larger than 1 in all scenarios. 100% to not be overfished. ,Biomass unit is Spawning Biomass and reference is 0.4 of spawning biomass (SB/SB40). BdivBref is average between four scenarios,sosi_1198,,SoSIndex
56,fao:41,45,"""Shrimps, prawns""",LAA,Argentine red shrimp,Pleoticus muelleri,Argentinean waters,2024.0,3.0,M,H,yes,ARG,National,FAO-SoSI,"De la Garza, J.; Moriondo Danovaro, P.I.; Pisani, E. (2025). Estado poblacional del langostino (Pleoticus muelleri) en el Golfo San Jorge, litoral de Chubut y aguas adyacentes. Resultados de la Campaña BS 2024-02 (Informe Técnico Oficial, No. 6). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP)",https://drive.google.com/file/d/1R5v-df5qT4Gh_sRTCoYbREto05-oSbZ5/view,Argentine red shrimp (Langostino rojo) - Argentina,cb29b699-ce34-38fd-b18b-26595c8e218c,asfis:LAA+wja:ARG,,False,,Abundance incides,"Fishery independent abundance monitoring in three management units, A, B, and C",B,,,,,"Low biomass (45,424 t; −52% vs 2023), dominated by adults (87%), indicating reduced recruitment and an unfavorable state, though the spawning fraction remains functional.",,sosi_1354,,SoSIndex
57,fao:41,33,"""Miscellaneous coastal fishes""",BDM,Black drum,Pogonias cromis,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2019.0,2.0,O,,no,CTMFM,CTMFM,FIRMS-CTMFM,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Black drum (Corvina negra) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),0c60ac52-35ad-3402-8470-87e96c27a976,asfis:BDM+rfb:CTMFM,,False,,,,,,,,,,,sosi_1196,,SoSIndex
58,fao:41,34,"""Miscellaneous demersal fishes""",WRF,Wreckfish,Polyprion americanus,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2019.0,2.0,O,,no,CTMFM,CTMFM,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Wreckfish (Chernia) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),68276fd9-e163-3053-9aa8-640a8269e669,asfis:WRF+rfb:CTMFM,,False,,,,,,,,,,,sosi_1262,,SoSIndex
59,fao:41,37,"""Miscellaneous pelagic fishes""",BLU,Bluefish,Pomatomus saltatrix,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2019.0,2.0,U,,no,CTMFM,CTMFM,FIRMS-CTMFM,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Bluefish (Anchoa de banco) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),ef3b8504-74ab-3f33-9709-cc73c2ce361d,asfis:BLU+rfb:CTMFM,,False,,,,,,,,,,,sosi_1307,,SoSIndex
60,fao:41,34,"""Miscellaneous demersal fishes""",PQT,Bluewing searobin,Prionotus punctatus,Brazil northern stock (Rio de Janeiro to Santa Catarina),2019.0,1.0,O,L,no,BRA,National,FAO-SoSI,"Cardoso, L.G.; Sant’Ana, R.; Mourato, B.L.; Kikuchi, E.; Haimovici, M. & Perez, A., 2022. Avaliação do Estado de Exploração e Potenciais de Produção dos Recursos Pesqueiros Demersais da Margem Meridional Brasileira. In: Perez, A. & Sant’Ana, R. A Pesca Demersal nas Regiões Sudeste e Sul do Brasil: Síntese Espacial e Modelo de Gestão com Enfoque Ecossistêmico. Relatório Projeto: Subsídios Científicos para o Manejo Espacial e com Enfoque Ecossistêmico da Pesca Demersal nas regiões Sul e Sudeste do Brasil - MEEE – PDSES. Chamada MCTI/MPA/CNPq Nº 22/2015 – Ordenamento da Pesca Marinha Brasileira.","https://www.univali.br/pos/stricto-sensu/ppgcta/Documents/publicacoes/Perez%20e%20SantAna_org_2023_Rel_Fin_MEEE_PDSES.pdf#:~:text=O%20presente%20documento%20sumariza%20os%20resultados%20obtidos,foram%20assim%20priorizados%20para%20efeito%20de%20interpreta%C3%A7%C3%A3o.",Bluewing searobin (Cabrinha) - Brazil Northern stock (Santos),3e43649a-1b85-34fc-a2c5-64767ce29db1,asfis:PQT+fao:41.2.1,,True,Distributed between Lat 21°30'S (Rio de Janeiro) and 28°53'S (Santa Catarina).,JABBA,Bayesian surplus production model (JABBA). Catch and cpue data from 1996 to 2019.  ,"""B, F""",0.9,Bmsy,0.8,Fmsy,Bmsy based. 79% probability to be overfished.,"The stock ID needs to be reviewed, the stock area was corrected (column N)",sosi_1259,,SoSIndex
